case;event;time;resource
2325;W_Nabellen offertes;17.11.2011-11:35:47;-1
2325;W_Valideren aanvraag;18.11.2011-10:13:48;10972
2325;W_Nabellen incomplete dossiers;18.11.2011-10:18:51;10972
2325;W_Nabellen incomplete dossiers;18.11.2011-11:18:00;11169
2325;W_Nabellen incomplete dossiers;18.11.2011-13:35:57;11201
2325;W_Nabellen incomplete dossiers;21.11.2011-08:51:17;11049
2325;W_Nabellen incomplete dossiers;21.11.2011-09:00:35;11049
2325;W_Nabellen incomplete dossiers;21.11.2011-09:05:07;10910
2325;W_Nabellen incomplete dossiers;21.11.2011-13:41:35;-1
2325;W_Nabellen incomplete dossiers;22.11.2011-07:48:03;11049
2325;W_Valideren aanvraag;22.11.2011-09:00:26;10972
2326;W_Completeren aanvraag;08.11.2011-19:12:06;11181
2326;W_Completeren aanvraag;08.11.2011-19:24:23;11122
2326;W_Nabellen offertes;08.11.2011-19:25:29;11122
2326;W_Nabellen offertes;16.11.2011-19:30:27;10861
2326;W_Nabellen offertes;17.11.2011-08:54:39;-1
2326;W_Valideren aanvraag;21.11.2011-08:46:44;10629
2327;W_Afhandelen leads;08.11.2011-19:18:36;10982
2328;W_Completeren aanvraag;08.11.2011-19:31:18;11119
2328;W_Completeren aanvraag;09.11.2011-08:26:17;10861
2328;W_Completeren aanvraag;09.11.2011-13:42:43;-1
2328;W_Nabellen offertes;09.11.2011-13:48:34;-1
2328;W_Nabellen offertes;18.11.2011-16:45:16;11203
2328;W_Nabellen offertes;21.11.2011-14:36:51;10861
2328;W_Nabellen offertes;24.11.2011-14:43:16;11180
2328;W_Nabellen offertes;24.11.2011-14:44:32;11180
2328;W_Nabellen offertes;24.11.2011-14:47:25;11180
2328;W_Nabellen offertes;01.12.2011-18:52:22;11181
2328;W_Nabellen offertes;02.12.2011-08:32:42;11259
2328;W_Valideren aanvraag;06.12.2011-13:39:05;10138
2328;W_Nabellen incomplete dossiers;06.12.2011-14:52:51;11121
2328;W_Nabellen incomplete dossiers;09.12.2011-09:39:19;11259
2328;W_Valideren aanvraag;09.12.2011-10:06:14;10138
2328;W_Nabellen incomplete dossiers;09.12.2011-10:24:30;11003
2328;W_Nabellen incomplete dossiers;09.12.2011-13:46:43;11002
2329;W_Completeren aanvraag;08.11.2011-19:45:32;11122
2329;W_Nabellen offertes;08.11.2011-19:49:53;11122
2329;W_Nabellen offertes;16.11.2011-19:22:04;10861
2329;W_Nabellen offertes;17.11.2011-08:58:52;-1
2329;W_Valideren aanvraag;21.11.2011-17:28:52;10809
2329;W_Valideren aanvraag;22.11.2011-10:30:47;10972
2329;W_Valideren aanvraag;22.11.2011-10:36:49;10972
2329;W_Valideren aanvraag;22.11.2011-11:44:27;10972
2329;W_Nabellen incomplete dossiers;22.11.2011-12:10:25;11189
2329;W_Nabellen incomplete dossiers;22.11.2011-13:23:08;11189
2329;W_Nabellen incomplete dossiers;22.11.2011-13:50:27;10861
2330;W_Completeren aanvraag;09.11.2011-08:29:49;10861
2330;W_Completeren aanvraag;09.11.2011-13:33:28;-1
2330;W_Completeren aanvraag;09.11.2011-14:26:04;-1
2330;W_Nabellen offertes;09.11.2011-14:59:14;-1
2330;W_Nabellen offertes;09.11.2011-15:00:13;-1
2330;W_Nabellen offertes;16.11.2011-12:17:27;-1
2330;W_Nabellen offertes;19.11.2011-15:27:51;10861
2330;W_Nabellen offertes;21.11.2011-17:32:24;10881
2330;W_Nabellen offertes;05.12.2011-09:09:12;10932
2330;W_Nabellen offertes;06.12.2011-19:24:48;11179
2330;W_Nabellen offertes;06.12.2011-19:33:11;11119
2330;W_Nabellen offertes;08.12.2011-15:21:14;10861
2331;W_Completeren aanvraag;09.11.2011-08:37:05;10861
2331;W_Nabellen offertes;17.11.2011-09:18:25;-1
2331;W_Nabellen offertes;17.11.2011-19:11:43;11180
2331;W_Nabellen offertes;21.11.2011-19:01:52;11119
2331;W_Nabellen offertes;22.11.2011-08:22:09;11189
2331;W_Nabellen offertes;25.11.2011-16:50:23;11203
2332;W_Completeren aanvraag;09.11.2011-08:39:39;10861
2332;W_Completeren aanvraag;09.11.2011-10:26:29;10861
2332;W_Completeren aanvraag;09.11.2011-17:19:37;11181
2332;W_Completeren aanvraag;09.11.2011-17:35:13;11122
2332;W_Completeren aanvraag;09.11.2011-17:41:57;11122
2332;W_Nabellen offertes;11.11.2011-15:09:13;10909
2332;W_Nabellen offertes;16.11.2011-11:34:25;10863
2332;W_Nabellen offertes;17.11.2011-08:26:17;11049
2332;W_Valideren aanvraag;21.11.2011-15:01:15;10972
2333;W_Afhandelen leads;09.11.2011-08:09:24;-1
2334;W_Completeren aanvraag;09.11.2011-08:43:07;10861
2334;W_Completeren aanvraag;09.11.2011-11:38:23;10881
2334;W_Completeren aanvraag;09.11.2011-12:28:24;-1
2334;W_Nabellen offertes;09.11.2011-12:30:13;-1
2334;W_Nabellen offertes;17.11.2011-09:28:18;-1
2334;W_Valideren aanvraag;21.11.2011-13:05:36;10972
2334;W_Nabellen incomplete dossiers;21.11.2011-13:34:59;-1
2334;W_Nabellen incomplete dossiers;21.11.2011-14:27:58;-1
2334;W_Nabellen incomplete dossiers;21.11.2011-14:41:33;-1
2334;W_Nabellen incomplete dossiers;21.11.2011-14:55:12;-1
2334;W_Valideren aanvraag;21.11.2011-15:48:02;10972
2335;W_Completeren aanvraag;09.11.2011-09:15:49;10861
2335;W_Nabellen offertes;09.11.2011-09:18:18;10861
2335;W_Nabellen offertes;09.11.2011-09:20:12;10861
2335;W_Nabellen offertes;17.11.2011-18:49:03;10909
2335;W_Nabellen offertes;21.11.2011-11:19:37;-1
2335;W_Nabellen offertes;22.11.2011-12:21:52;-1
2335;W_Nabellen offertes;24.11.2011-18:54:31;10861
2335;W_Nabellen offertes;01.12.2011-17:10:07;11119
2335;W_Nabellen offertes;05.12.2011-13:46:04;10932
2335;W_Nabellen offertes;06.12.2011-19:10:56;11179
2335;W_Nabellen offertes;06.12.2011-19:53:00;11181
2335;W_Nabellen offertes;08.12.2011-15:37:09;10861
2335;W_Nabellen offertes;10.12.2011-08:15:17;10861
2336;W_Completeren aanvraag;09.11.2011-08:46:32;10861
2336;W_Completeren aanvraag;09.11.2011-13:26:19;11169
2336;W_Nabellen offertes;18.11.2011-19:11:24;10909
2336;W_Nabellen offertes;21.11.2011-14:46:16;11201
2336;W_Nabellen offertes;22.11.2011-10:15:18;11049
2336;W_Valideren aanvraag;22.11.2011-14:43:44;10138
2337;W_Completeren aanvraag;09.11.2011-08:52:43;10861
2337;W_Nabellen offertes;18.11.2011-05:15:05;11269
2337;W_Nabellen offertes;19.11.2011-15:20:18;10913
2337;W_Nabellen offertes;01.12.2011-09:10:05;10910
2337;W_Nabellen offertes;08.12.2011-13:32:58;11189
2337;W_Nabellen offertes;08.12.2011-17:37:26;10861
2338;W_Completeren aanvraag;09.11.2011-09:02:19;11189
2338;W_Nabellen offertes;17.11.2011-18:47:31;10909
2338;W_Nabellen offertes;24.11.2011-19:35:24;11119
2338;W_Nabellen offertes;28.11.2011-11:47:53;11259
2338;W_Valideren aanvraag;01.12.2011-10:56:33;10809
2338;W_Valideren aanvraag;05.12.2011-13:47:34;10809
2338;W_Valideren aanvraag;12.12.2011-07:56:58;10809
2338;W_Valideren aanvraag;21.12.2011-07:15:01;10629
2338;W_Valideren aanvraag;21.12.2011-07:30:16;10821
2338;W_Valideren aanvraag;23.12.2011-13:51:48;10809
2338;W_Valideren aanvraag;23.12.2011-13:56:30;10809
2338;W_Valideren aanvraag;27.12.2011-07:38:06;10809
2339;W_Afhandelen leads;09.11.2011-08:14:56;-1
2340;W_Completeren aanvraag;09.11.2011-08:54:45;10861
2340;W_Completeren aanvraag;09.11.2011-11:03:40;10861
2340;W_Nabellen offertes;09.11.2011-11:05:36;10861
2340;W_Nabellen offertes;17.11.2011-19:31:54;10909
2340;W_Nabellen offertes;21.11.2011-13:26:07;10861
2340;W_Nabellen offertes;22.11.2011-15:11:31;10909
2340;W_Nabellen offertes;30.11.2011-16:09:43;11180
2340;W_Nabellen offertes;02.12.2011-13:48:00;-1
2340;W_Nabellen offertes;06.12.2011-13:29:12;-1
2340;W_Nabellen offertes;07.12.2011-19:29:04;-1
2340;W_Nabellen offertes;10.12.2011-08:15:20;-1
2341;W_Completeren aanvraag;09.11.2011-09:28:04;11189
2341;W_Nabellen offertes;09.11.2011-09:30:35;11189
2341;W_Nabellen offertes;09.11.2011-09:31:47;11189
2341;W_Nabellen offertes;17.11.2011-18:52:46;10909
2342;W_Completeren aanvraag;09.11.2011-08:52:17;11189
2342;W_Completeren aanvraag;09.11.2011-13:30:29;-1
2342;W_Completeren aanvraag;09.11.2011-16:30:13;11181
2342;W_Completeren aanvraag;09.11.2011-16:32:32;11181
2342;W_Completeren aanvraag;09.11.2011-16:33:48;11122
2342;W_Completeren aanvraag;09.11.2011-17:19:58;11181
2342;W_Completeren aanvraag;09.11.2011-17:26:07;11181
2342;W_Completeren aanvraag;09.11.2011-17:34:22;11181
2342;W_Nabellen offertes;09.11.2011-17:35:11;11181
2342;W_Nabellen offertes;09.11.2011-17:35:57;11181
2342;W_Nabellen offertes;17.11.2011-08:42:26;-1
2342;W_Valideren aanvraag;21.11.2011-12:11:50;10809
2343;W_Afhandelen leads;09.11.2011-08:27:35;-1
2343;W_Completeren aanvraag;09.11.2011-08:44:10;11189
2344;W_Completeren aanvraag;09.11.2011-10:12:07;10861
2344;W_Nabellen offertes;09.11.2011-10:13:06;10861
2344;W_Nabellen offertes;17.11.2011-19:09:50;10909
2344;W_Nabellen offertes;21.11.2011-13:31:59;10861
2344;W_Nabellen offertes;22.11.2011-15:36:06;10909
2344;W_Nabellen offertes;24.11.2011-19:11:30;10861
2344;W_Nabellen offertes;28.11.2011-14:39:17;11259
2344;W_Valideren aanvraag;01.12.2011-08:11:30;10809
2345;W_Completeren aanvraag;09.11.2011-10:29:34;10861
2345;W_Completeren aanvraag;09.11.2011-10:54:39;-1
2345;W_Nabellen offertes;15.11.2011-11:01:55;11259
2345;W_Valideren aanvraag;16.11.2011-07:10:41;10609
2345;W_Nabellen incomplete dossiers;16.11.2011-08:13:08;10609
2345;W_Nabellen incomplete dossiers;16.11.2011-14:29:13;11169
2345;W_Nabellen incomplete dossiers;17.11.2011-13:53:51;11049
2345;W_Nabellen incomplete dossiers;17.11.2011-14:16:29;10609
2345;W_Nabellen incomplete dossiers;21.11.2011-08:07:25;10931
2345;W_Nabellen incomplete dossiers;21.11.2011-11:07:06;-1
2345;W_Valideren aanvraag;21.11.2011-12:24:36;10809
2346;W_Afhandelen leads;09.11.2011-08:28:10;-1
2346;W_Afhandelen leads;09.11.2011-08:43:56;-1
2346;W_Afhandelen leads;09.11.2011-09:15:56;-1
2346;W_Completeren aanvraag;09.11.2011-09:59:53;11189
2347;W_Completeren aanvraag;09.11.2011-08:36:00;11189
2347;W_Completeren aanvraag;09.11.2011-17:17:39;11181
2347;W_Nabellen offertes;18.11.2011-18:02:54;11203
2347;W_Nabellen offertes;19.11.2011-15:38:24;10861
2347;W_Nabellen offertes;21.11.2011-11:46:03;-1
2347;W_Nabellen offertes;23.11.2011-09:38:04;11259
2347;W_Valideren aanvraag;28.11.2011-10:49:24;10809
2348;W_Completeren aanvraag;09.11.2011-08:28:44;11189
2348;W_Nabellen offertes;16.11.2011-19:53:15;11119
2348;W_Nabellen offertes;18.11.2011-12:39:55;-1
2348;W_Valideren aanvraag;23.11.2011-08:52:20;10138
2349;W_Completeren aanvraag;09.11.2011-08:18:26;11189
2350;W_Afhandelen leads;09.11.2011-09:02:05;-1
2351;W_Afhandelen leads;09.11.2011-10:05:25;-1
2351;W_Completeren aanvraag;09.11.2011-10:22:37;11189
2351;W_Nabellen offertes;14.11.2011-17:03:03;10881
2351;W_Nabellen offertes;18.11.2011-12:16:30;-1
2351;W_Valideren aanvraag;22.11.2011-09:29:14;10138
2351;W_Valideren aanvraag;22.11.2011-10:32:10;10138
2352;W_Completeren aanvraag;09.11.2011-09:48:00;11189
2352;W_Nabellen offertes;09.11.2011-09:49:31;11189
2352;W_Nabellen offertes;17.11.2011-19:08:23;10909
2353;W_Afhandelen leads;09.11.2011-10:10:09;-1
2354;W_Afhandelen leads;09.11.2011-10:12:22;-1
2355;W_Completeren aanvraag;09.11.2011-10:28:55;11189
2355;W_Completeren aanvraag;09.11.2011-17:20:12;11181
2355;W_Completeren aanvraag;09.11.2011-17:47:08;11181
2356;W_Afhandelen leads;09.11.2011-10:41:04;-1
2356;W_Completeren aanvraag;09.11.2011-11:00:55;11189
2356;W_Completeren aanvraag;09.11.2011-11:47:24;11189
2356;W_Nabellen offertes;09.11.2011-11:50:42;11189
2356;W_Nabellen offertes;17.11.2011-19:37:43;10909
2356;W_Nabellen offertes;24.11.2011-19:46:29;11180
2356;W_Nabellen offertes;26.11.2011-10:30:44;10913
2356;W_Nabellen offertes;05.12.2011-15:53:10;11180
2356;W_Nabellen offertes;06.12.2011-18:00:06;11181
2356;W_Nabellen offertes;09.12.2011-09:34:54;10789
2356;W_Valideren aanvraag;12.12.2011-09:54:50;10809
2357;W_Completeren aanvraag;09.11.2011-10:57:51;11189
2357;W_Nabellen offertes;09.11.2011-10:59:44;11189
2357;W_Nabellen offertes;17.11.2011-19:29:59;10909
2357;W_Nabellen offertes;18.11.2011-16:21:14;11203
2357;W_Nabellen offertes;19.11.2011-11:51:44;11000
2357;W_Nabellen offertes;19.11.2011-14:09:27;11000
2357;W_Nabellen offertes;21.11.2011-17:32:40;11181
2357;W_Nabellen offertes;24.11.2011-08:39:10;10982
2357;W_Nabellen offertes;24.11.2011-08:42:16;10982
2357;W_Nabellen offertes;05.12.2011-15:57:48;-1
2357;W_Nabellen offertes;12.12.2011-16:40:22;11180
2357;W_Nabellen offertes;13.12.2011-16:22:16;11119
2357;W_Nabellen offertes;14.12.2011-09:28:11;11259
2357;W_Valideren aanvraag;16.12.2011-13:52:20;10809
2358;W_Afhandelen leads;09.11.2011-11:12:58;-1
2359;W_Afhandelen leads;09.11.2011-11:13:38;-1
2360;W_Afhandelen leads;09.11.2011-11:17:06;-1
2361;W_Completeren aanvraag;09.11.2011-11:31:47;11189
2361;W_Completeren aanvraag;09.11.2011-13:47:44;-1
2361;W_Completeren aanvraag;09.11.2011-16:30:28;11181
2361;W_Completeren aanvraag;09.11.2011-16:36:01;11122
2361;W_Completeren aanvraag;09.11.2011-16:46:55;11181
2361;W_Completeren aanvraag;09.11.2011-18:57:34;11181
2361;W_Completeren aanvraag;09.11.2011-19:03:37;11122
2361;W_Completeren aanvraag;09.11.2011-19:36:09;11181
2361;W_Nabellen offertes;09.11.2011-19:38:44;11181
2361;W_Nabellen offertes;19.11.2011-11:24:18;10861
2361;W_Nabellen offertes;29.11.2011-08:27:42;11009
2361;W_Nabellen offertes;29.11.2011-10:06:31;11049
2361;W_Valideren aanvraag;01.12.2011-15:15:56;10138
2361;W_Valideren aanvraag;02.12.2011-10:49:11;10138
2361;W_Nabellen incomplete dossiers;02.12.2011-11:31:28;10929
2361;W_Nabellen incomplete dossiers;02.12.2011-18:00:41;-1
2361;W_Nabellen incomplete dossiers;06.12.2011-11:45:21;11121
2361;W_Nabellen incomplete dossiers;09.12.2011-08:52:16;10932
2361;W_Nabellen incomplete dossiers;09.12.2011-09:12:36;11002
2361;W_Nabellen incomplete dossiers;09.12.2011-14:39:20;11002
2361;W_Nabellen incomplete dossiers;09.12.2011-17:14:06;10913
2361;W_Nabellen incomplete dossiers;09.12.2011-17:40:00;11122
2361;W_Nabellen incomplete dossiers;09.12.2011-17:55:55;11122
2361;W_Nabellen incomplete dossiers;12.12.2011-11:35:59;10929
2361;W_Nabellen incomplete dossiers;12.12.2011-11:52:47;10899
2361;W_Valideren aanvraag;13.12.2011-08:27:42;10138
2361;W_Nabellen incomplete dossiers;13.12.2011-11:30:22;10931
2361;W_Nabellen incomplete dossiers;13.12.2011-11:56:56;10931
2361;W_Nabellen incomplete dossiers;13.12.2011-12:09:21;10931
2361;W_Nabellen incomplete dossiers;13.12.2011-13:57:27;10809
2361;W_Nabellen incomplete dossiers;13.12.2011-14:46:10;11181
2361;W_Nabellen incomplete dossiers;13.12.2011-15:43:52;11181
2361;W_Nabellen incomplete dossiers;13.12.2011-17:22:47;10929
2361;W_Nabellen incomplete dossiers;14.12.2011-08:52:14;10910
2361;W_Nabellen incomplete dossiers;14.12.2011-14:28:10;10931
2361;W_Nabellen incomplete dossiers;14.12.2011-19:04:43;10881
2361;W_Nabellen incomplete dossiers;15.12.2011-11:24:11;11049
2361;W_Nabellen incomplete dossiers;15.12.2011-14:49:24;11169
2361;W_Nabellen incomplete dossiers;16.12.2011-09:46:27;11009
2361;W_Nabellen incomplete dossiers;16.12.2011-11:12:59;11009
2361;W_Nabellen incomplete dossiers;16.12.2011-15:22:20;10982
2361;W_Nabellen incomplete dossiers;16.12.2011-17:04:59;11181
2361;W_Nabellen incomplete dossiers;16.12.2011-17:34:37;11181
2361;W_Nabellen incomplete dossiers;19.12.2011-09:57:50;10929
2361;W_Nabellen incomplete dossiers;22.12.2011-09:11:51;11000
2361;W_Nabellen incomplete dossiers;23.12.2011-11:07:07;10910
2361;W_Nabellen incomplete dossiers;27.12.2011-09:59:56;11169
2361;W_Nabellen incomplete dossiers;28.12.2011-08:44:49;10932
2361;W_Nabellen incomplete dossiers;29.12.2011-08:13:29;11000
2361;W_Nabellen incomplete dossiers;29.12.2011-09:04:10;11000
2361;W_Nabellen incomplete dossiers;31.12.2011-09:42:52;-1
2361;W_Nabellen incomplete dossiers;31.12.2011-10:07:35;10982
2361;W_Nabellen incomplete dossiers;02.01.2012-13:16:12;10982
2361;W_Nabellen incomplete dossiers;10.01.2012-08:13:07;10932
2361;W_Nabellen incomplete dossiers;10.01.2012-08:13:23;10932
2361;W_Nabellen incomplete dossiers;16.01.2012-15:53:23;11259
2361;W_Nabellen incomplete dossiers;24.01.2012-11:30:36;10982
2361;W_Nabellen incomplete dossiers;27.01.2012-16:26:04;11259
2361;W_Nabellen incomplete dossiers;31.01.2012-10:17:14;11000
2361;W_Nabellen incomplete dossiers;31.01.2012-10:31:27;11000
2361;W_Nabellen incomplete dossiers;31.01.2012-10:32:18;11000
2361;W_Nabellen incomplete dossiers;01.02.2012-17:36:24;10889
2362;W_Completeren aanvraag;09.11.2011-11:23:27;11189
2362;W_Nabellen offertes;15.11.2011-17:09:49;11189
2362;W_Nabellen offertes;18.11.2011-12:14:49;-1
2362;W_Valideren aanvraag;22.11.2011-14:13:25;10809
2362;W_Valideren aanvraag;22.11.2011-14:27:41;10809
2362;W_Nabellen incomplete dossiers;22.11.2011-14:43:06;11189
2362;W_Nabellen incomplete dossiers;23.11.2011-08:17:09;10899
2362;W_Valideren aanvraag;23.11.2011-09:12:11;10809
2363;W_Afhandelen leads;09.11.2011-11:19:23;-1
2364;W_Afhandelen leads;09.11.2011-11:22:48;10861
2365;W_Afhandelen leads;09.11.2011-12:05:57;-1
2365;W_Afhandelen leads;09.11.2011-12:12:36;-1
2365;W_Completeren aanvraag;09.11.2011-13:24:24;-1
2365;W_Completeren aanvraag;09.11.2011-13:51:28;10861
2365;W_Completeren aanvraag;09.11.2011-18:19:25;11181
2365;W_Completeren aanvraag;10.11.2011-09:26:53;-1
2365;W_Completeren aanvraag;10.11.2011-09:35:43;-1
2366;W_Completeren aanvraag;09.11.2011-13:59:36;10861
2366;W_Nabellen offertes;21.11.2011-05:15:04;10909
2366;W_Nabellen offertes;21.11.2011-08:34:20;-1
2366;W_Nabellen offertes;21.11.2011-10:19:33;-1
2366;W_Nabellen offertes;23.11.2011-10:18:24;10899
2366;W_Valideren aanvraag;28.11.2011-10:03:25;10138
2367;W_Completeren aanvraag;09.11.2011-14:04:17;-1
2367;W_Completeren aanvraag;09.11.2011-18:34:14;11181
2368;W_Completeren aanvraag;09.11.2011-12:44:26;10629
2368;W_Nabellen offertes;09.11.2011-12:44:51;10629
2368;W_Valideren aanvraag;09.11.2011-12:49:41;10629
2369;W_Afhandelen leads;09.11.2011-12:38:10;10861
2369;W_Completeren aanvraag;09.11.2011-14:05:10;10861
2370;W_Afhandelen leads;09.11.2011-12:37:03;10861
2371;W_Afhandelen leads;09.11.2011-12:54:12;10629
2371;W_Completeren aanvraag;09.11.2011-14:33:06;-1
2371;W_Completeren aanvraag;09.11.2011-18:35:18;11181
2371;W_Completeren aanvraag;10.11.2011-08:27:23;-1
2372;W_Afhandelen leads;09.11.2011-13:27:53;10861
2373;W_Completeren aanvraag;09.11.2011-14:20:20;10861
2373;W_Nabellen offertes;09.11.2011-14:21:46;10861
2373;W_Nabellen offertes;18.11.2011-09:18:16;10939
2374;W_Afhandelen leads;09.11.2011-13:33:57;10861
2374;W_Completeren aanvraag;09.11.2011-14:33:21;10861
2374;W_Completeren aanvraag;09.11.2011-15:12:38;-1
2374;W_Completeren aanvraag;09.11.2011-15:32:35;11169
2374;W_Nabellen offertes;18.11.2011-17:52:26;11203
2374;W_Nabellen offertes;21.11.2011-14:36:46;11201
2374;W_Nabellen offertes;22.11.2011-16:30:39;11119
2374;W_Nabellen offertes;22.11.2011-16:53:25;11119
2374;W_Nabellen offertes;24.11.2011-19:56:05;11119
2374;W_Nabellen offertes;25.11.2011-11:20:30;10789
2374;W_Valideren aanvraag;29.11.2011-13:13:49;10972
2374;W_Valideren aanvraag;29.11.2011-13:30:22;10972
2374;W_Valideren aanvraag;29.11.2011-14:00:16;10809
2374;W_Valideren aanvraag;29.11.2011-14:25:34;10972
2375;W_Completeren aanvraag;09.11.2011-14:35:40;-1
2375;W_Completeren aanvraag;09.11.2011-15:14:27;-1
2375;W_Completeren aanvraag;09.11.2011-15:22:59;10861
2376;W_Afhandelen leads;09.11.2011-13:35:43;10861
2376;W_Completeren aanvraag;09.11.2011-14:51:25;-1
2377;W_Afhandelen leads;09.11.2011-13:39:34;10861
2378;W_Afhandelen leads;09.11.2011-13:33:36;11122
2378;W_Completeren aanvraag;09.11.2011-13:44:06;11122
2378;W_Nabellen offertes;09.11.2011-13:44:23;11122
2378;W_Nabellen offertes;09.11.2011-13:46:40;11122
2378;W_Nabellen offertes;09.11.2011-14:02:31;11122
2378;W_Nabellen offertes;09.11.2011-14:25:57;11169
2378;W_Nabellen offertes;18.11.2011-17:10:06;11203
2378;W_Nabellen offertes;18.11.2011-17:56:51;11203
2378;W_Nabellen offertes;19.11.2011-13:06:08;10913
2378;W_Nabellen offertes;19.11.2011-14:02:59;10913
2378;W_Nabellen offertes;19.11.2011-15:26:45;10913
2378;W_Nabellen offertes;21.11.2011-18:24:09;10881
2378;W_Nabellen offertes;22.11.2011-08:49:28;10861
2378;W_Nabellen offertes;22.11.2011-10:06:17;11049
2378;W_Valideren aanvraag;24.11.2011-08:41:16;10138
2378;W_Nabellen incomplete dossiers;24.11.2011-08:58:24;-1
2378;W_Nabellen incomplete dossiers;24.11.2011-10:34:17;11049
2378;W_Nabellen incomplete dossiers;24.11.2011-15:06:55;10809
2378;W_Nabellen incomplete dossiers;25.11.2011-13:14:47;10789
2378;W_Valideren aanvraag;25.11.2011-13:35:22;10138
2378;W_Nabellen incomplete dossiers;25.11.2011-13:45:09;10910
2378;W_Nabellen incomplete dossiers;28.11.2011-05:15:03;10932
2378;W_Nabellen incomplete dossiers;28.11.2011-08:37:47;10931
2378;W_Nabellen incomplete dossiers;30.11.2011-13:52:58;10138
2378;W_Nabellen incomplete dossiers;01.12.2011-12:21:07;11049
2378;W_Nabellen incomplete dossiers;02.12.2011-08:43:02;10929
2378;W_Nabellen incomplete dossiers;02.12.2011-14:54:51;11122
2378;W_Nabellen incomplete dossiers;02.12.2011-14:58:59;11122
2378;W_Nabellen incomplete dossiers;05.12.2011-08:06:53;-1
2378;W_Nabellen incomplete dossiers;07.12.2011-08:45:19;11189
2378;W_Nabellen incomplete dossiers;12.12.2011-10:43:31;-1
2378;W_Nabellen incomplete dossiers;13.12.2011-09:15:56;10931
2378;W_Nabellen incomplete dossiers;13.12.2011-13:09:28;11181
2378;W_Nabellen incomplete dossiers;13.12.2011-14:03:00;10809
2378;W_Nabellen incomplete dossiers;13.12.2011-18:25:56;11181
2378;W_Nabellen incomplete dossiers;14.12.2011-08:57:22;10910
2378;W_Nabellen incomplete dossiers;14.12.2011-10:09:22;10899
2378;W_Valideren aanvraag;14.12.2011-12:30:58;10138
2378;W_Nabellen incomplete dossiers;14.12.2011-12:31:53;10138
2378;W_Nabellen incomplete dossiers;15.12.2011-13:22:09;11049
2378;W_Nabellen incomplete dossiers;17.12.2011-10:04:37;10913
2378;W_Nabellen incomplete dossiers;19.12.2011-12:32:14;10929
2378;W_Nabellen incomplete dossiers;19.12.2011-14:19:18;10932
