case_id;activity;time;Involved ST Function Div
1003;Queued-Awaiting Assignment;23.04.2012-11:38:16;V3_2
1003;Accepted-In Progress;25.04.2012-10:34:17;V3_2
1003;Accepted-Assigned;25.04.2012-10:34:27;V3_2
1003;Accepted-In Progress;25.04.2012-11:31:24;V3_2
1003;Accepted-Wait - User;25.04.2012-12:09:30;V3_2
1003;Queued-Awaiting Assignment;26.04.2012-14:36:42;V3_2
1003;Accepted-In Progress;27.04.2012-10:44:22;V3_2
1003;Completed-Resolved;27.04.2012-10:47:37;V3_2
1003;Accepted-In Progress;30.04.2012-09:24:25;V3_2
1003;Accepted-Wait;30.04.2012-09:50:39;V3_2
1003;Accepted-In Progress;30.04.2012-09:52:06;V3_2
1003;Queued-Awaiting Assignment;30.04.2012-09:52:21;E_10
1003;Accepted-In Progress;30.04.2012-09:53:47;E_10
1003;Accepted-Wait;30.04.2012-11:02:10;E_10
1003;Accepted-Wait - User;30.04.2012-11:41:48;E_10
1003;Queued-Awaiting Assignment;30.04.2012-13:38:19;V3_2
1003;Accepted-In Progress;30.04.2012-13:50:20;V3_2
1003;Accepted-Assigned;30.04.2012-13:50:25;V3_2
1003;Accepted-In Progress;02.05.2012-08:06:27;V3_2
1003;Completed-Resolved;02.05.2012-08:10:01;V3_2
1003;Completed-Closed;09.05.2012-23:18:30;V3_2
1004;Accepted-In Progress;23.04.2012-11:39:08;V3_2
1004;Accepted-In Progress;23.04.2012-11:39:59;V3_2
1004;Queued-Awaiting Assignment;23.04.2012-11:40:59;V3_2
1004;Accepted-In Progress;28.04.2012-02:24:45;V3_2
1004;Queued-Awaiting Assignment;28.04.2012-02:24:49;V3_2
1004;Accepted-In Progress;04.05.2012-09:31:53;V3_2
1004;Accepted-Wait;04.05.2012-09:38:28;V3_2
1004;Accepted-In Progress;04.05.2012-12:44:42;V3_2
1004;Queued-Awaiting Assignment;04.05.2012-12:48:17;E_7
1004;Accepted-In Progress;04.05.2012-13:13:08;E_7
1004;Queued-Awaiting Assignment;07.05.2012-14:34:59;V3_2
1004;Accepted-In Progress;08.05.2012-06:31:39;V3_2
1004;Completed-Resolved;08.05.2012-06:43:04;V3_2
1004;Completed-Closed;15.05.2012-23:21:25;V3_2
1005;Accepted-In Progress;23.04.2012-11:27:24;V3_2
1005;Accepted-In Progress;23.04.2012-11:29:23;V3_2
1005;Queued-Awaiting Assignment;23.04.2012-11:31:23;V3_2
1005;Accepted-In Progress;23.04.2012-11:32:02;V3_2
1005;Accepted-Assigned;23.04.2012-11:32:14;V3_2
1005;Accepted-In Progress;23.04.2012-13:21:46;V3_2
1005;Queued-Awaiting Assignment;24.04.2012-09:24:12;V3_2
1005;Accepted-In Progress;24.04.2012-09:24:15;V3_2
1005;Accepted-Assigned;24.04.2012-14:47:32;V3_2
1005;Accepted-In Progress;24.04.2012-21:41:18;V3_2
1005;Accepted-Assigned;26.04.2012-17:55:35;V3_2
1005;Accepted-In Progress;27.04.2012-07:09:37;V3_2
1005;Accepted-Wait - User;30.04.2012-15:33:24;V3_2
1005;Completed-Resolved;02.05.2012-07:24:19;V3_2
1005;Completed-Closed;02.05.2012-23:16:54;V3_2
1006;Accepted-In Progress;23.04.2012-12:01:38;V3_2
1006;Accepted-In Progress;23.04.2012-12:02:00;V3_2
1006;Accepted-In Progress;23.04.2012-12:26:09;V3_2
1006;Queued-Awaiting Assignment;23.04.2012-12:28:52;E_7
1006;Queued-Awaiting Assignment;23.04.2012-12:28:53;E_7
1006;Accepted-In Progress;23.04.2012-13:35:18;E_7
1006;Queued-Awaiting Assignment;25.04.2012-08:39:24;E_5
1006;Accepted-In Progress;25.04.2012-08:56:15;E_5
1006;Accepted-Wait - User;25.04.2012-08:56:52;E_5
1006;Queued-Awaiting Assignment;26.04.2012-08:53:03;E_7
1006;Accepted-In Progress;26.04.2012-09:05:24;E_7
1006;Queued-Awaiting Assignment;26.04.2012-09:11:18;E_6
1006;Accepted-In Progress;27.04.2012-20:24:57;E_6
1006;Queued-Awaiting Assignment;27.04.2012-21:12:27;V3_2
1006;Accepted-In Progress;28.04.2012-00:40:32;V3_2
1006;Accepted-Assigned;28.04.2012-00:41:10;V3_2
1006;Accepted-In Progress;01.05.2012-20:21:28;V3_2
1006;Accepted-Wait - Implementation;01.05.2012-20:21:35;V3_2
1006;Accepted-Wait - User;02.05.2012-13:21:27;V3_2
1006;Completed-Resolved;03.05.2012-17:09:58;V3_2
1006;Completed-Closed;03.05.2012-23:17:47;V3_2
1007;Accepted-In Progress;23.04.2012-12:40:37;V3_2
1007;Accepted-In Progress;23.04.2012-12:41:39;V3_2
1007;Accepted-In Progress;23.04.2012-12:47:37;V3_2
1007;Queued-Awaiting Assignment;23.04.2012-12:47:48;A2_2
1007;Accepted-In Progress;24.04.2012-07:24:46;A2_2
1007;Queued-Awaiting Assignment;24.04.2012-07:49:02;A2_2
1007;Accepted-In Progress;24.04.2012-08:07:40;A2_2
1007;Queued-Awaiting Assignment;24.04.2012-08:32:36;E_10
1007;Accepted-In Progress;24.04.2012-08:34:37;E_10
1007;Accepted-Wait - Implementation;24.04.2012-10:04:03;E_10
1007;Queued-Awaiting Assignment;27.04.2012-09:35:31;C_6
1007;Accepted-In Progress;27.04.2012-12:01:45;C_6
1007;Queued-Awaiting Assignment;27.04.2012-12:02:35;A2_2
1007;Accepted-In Progress;27.04.2012-15:53:54;A2_2
1007;Queued-Awaiting Assignment;02.05.2012-08:12:40;A2_2
1007;Accepted-In Progress;03.05.2012-10:15:06;A2_2
1007;Accepted-Wait - User;03.05.2012-13:50:52;A2_2
1007;Completed-Resolved;03.05.2012-14:26:00;A2_2
1007;Completed-Closed;10.05.2012-23:23:58;A2_2
1008;Accepted-In Progress;23.04.2012-11:30:49;V3_2
1008;Accepted-In Progress;23.04.2012-11:31:10;V3_2
1008;Accepted-Wait - User;23.04.2012-11:34:11;V3_2
1008;Completed-Resolved;03.05.2012-08:34:29;V3_2
1008;Completed-Closed;03.05.2012-08:34:32;V3_2
1009;Accepted-In Progress;23.04.2012-12:11:33;V3_2
1009;Accepted-In Progress;23.04.2012-12:12:31;V3_2
1009;Completed-In Call;23.04.2012-12:24:11;V3_2
1009;Accepted-In Progress;02.05.2012-07:42:15;V3_2
1009;Completed-Resolved;02.05.2012-08:46:55;V3_2
1009;Completed-Closed;09.05.2012-23:18:30;V3_2
1010;Accepted-In Progress;23.04.2012-12:23:09;A2_1
1010;Accepted-In Progress;23.04.2012-12:23:19;A2_1
1010;Accepted-Wait - User;23.04.2012-12:39:04;A2_1
1010;Accepted-Wait - User;26.04.2012-12:26:33;A2_1
1010;Completed-Resolved;10.05.2012-08:00:30;A2_1
1010;Completed-Resolved;10.05.2012-08:00:34;A2_1
1010;Completed-Closed;10.05.2012-08:00:38;A2_1
1011;Accepted-In Progress;23.04.2012-12:40:10;A2_1
1011;Accepted-In Progress;23.04.2012-12:40:19;A2_1
1011;Queued-Awaiting Assignment;23.04.2012-12:44:56;Dummy
1011;Accepted-In Progress;23.04.2012-13:44:55;Dummy
1011;Accepted-Wait;23.04.2012-13:45:53;Dummy
1011;Accepted-In Progress;04.05.2012-12:47:53;Dummy
1011;Queued-Awaiting Assignment;04.05.2012-13:00:49;A2_1
1011;Accepted-In Progress;04.05.2012-13:04:25;A2_1
1011;Accepted-Assigned;04.05.2012-13:04:37;A2_1
1011;Accepted-In Progress;04.05.2012-13:10:20;A2_1
1011;Accepted-Wait - User;04.05.2012-13:12:11;A2_1
1011;Accepted-In Progress;04.05.2012-13:29:32;Dummy
1011;Queued-Awaiting Assignment;04.05.2012-13:29:51;Dummy
1011;Queued-Awaiting Assignment;04.05.2012-13:29:52;A2_1
1011;Accepted-In Progress;04.05.2012-13:30:28;A2_1
1011;Accepted-Assigned;04.05.2012-13:30:41;A2_1
1011;Accepted-Assigned;07.05.2012-13:30:02;A2_1
1011;Accepted-In Progress;09.05.2012-07:44:10;A2_1
1011;Queued-Awaiting Assignment;09.05.2012-07:45:00;Dummy
1011;Accepted-In Progress;09.05.2012-08:09:06;Dummy
1011;Accepted-Wait;09.05.2012-08:09:11;Dummy
1011;Queued-Awaiting Assignment;09.05.2012-08:52:50;Dummy
1011;Accepted-In Progress;09.05.2012-09:01:20;Dummy
1011;Queued-Awaiting Assignment;15.05.2012-10:27:44;Dummy
1011;Accepted-In Progress;15.05.2012-10:27:54;Dummy
1011;Queued-Awaiting Assignment;15.05.2012-10:28:27;Dummy
1011;Queued-Awaiting Assignment;15.05.2012-10:28:28;Dummy
1011;Accepted-In Progress;15.05.2012-10:51:01;Dummy
1011;Queued-Awaiting Assignment;15.05.2012-10:52:49;A2_1
1011;Accepted-In Progress;15.05.2012-10:54:39;A2_1
1011;Accepted-Assigned;15.05.2012-10:54:49;A2_1
1011;Accepted-In Progress;15.05.2012-11:00:09;A2_1
1011;Accepted-Wait - User;15.05.2012-11:01:01;A2_1
1011;Completed-Resolved;15.05.2012-12:52:06;A2_1
1011;Completed-Closed;15.05.2012-23:21:24;A2_1
1012;Accepted-In Progress;23.04.2012-13:36:27;Dummy
1012;Accepted-In Progress;23.04.2012-13:37:17;Dummy
1012;Completed-Resolved;03.05.2012-12:40:36;Dummy
1012;Completed-Closed;03.05.2012-23:17:43;Dummy
1013;Accepted-In Progress;23.04.2012-12:09:40;V3_2
1013;Accepted-In Progress;23.04.2012-12:11:04;V3_2
1013;Queued-Awaiting Assignment;23.04.2012-12:15:25;V3_2
1013;Accepted-In Progress;23.04.2012-12:19:05;V3_2
1013;Accepted-Assigned;23.04.2012-12:21:08;V3_2
1013;Accepted-In Progress;23.04.2012-13:25:40;V3_2
1013;Accepted-Wait - User;23.04.2012-14:38:43;V3_2
1013;Completed-Resolved;02.05.2012-10:20:52;V3_2
1013;Completed-Closed;09.05.2012-23:18:30;V3_2
1014;Queued-Awaiting Assignment;23.04.2012-14:23:46;Dummy
1014;Accepted-In Progress;23.04.2012-14:37:44;Dummy
1014;Accepted-Assigned;23.04.2012-14:38:01;Dummy
1014;Accepted-In Progress;24.04.2012-07:08:38;Dummy
1014;Accepted-Assigned;24.04.2012-07:08:48;Dummy
1014;Accepted-In Progress;24.04.2012-13:00:02;Dummy
1014;Accepted-Wait - Implementation;24.04.2012-13:08:36;Dummy
1014;Accepted-Wait - User;26.04.2012-11:59:47;Dummy
1014;Accepted-In Progress;02.05.2012-14:35:31;Dummy
1014;Completed-Resolved;02.05.2012-14:37:17;Dummy
1014;Completed-Closed;09.05.2012-23:18:27;Dummy
1015;Accepted-In Progress;23.04.2012-12:20:50;C_6
1015;Accepted-In Progress;23.04.2012-12:21:07;C_6
1015;Queued-Awaiting Assignment;23.04.2012-12:34:05;E_5
1015;Accepted-In Progress;23.04.2012-14:34:40;E_5
1015;Accepted-Wait - Implementation;23.04.2012-15:26:06;E_5
1015;Accepted-Wait - User;23.04.2012-16:36:49;E_5
1015;Queued-Awaiting Assignment;24.04.2012-13:56:55;E_4
1015;Accepted-In Progress;24.04.2012-15:23:42;E_4
1015;Completed-Resolved;24.04.2012-17:57:57;E_4
1015;Accepted-In Progress;25.04.2012-13:14:42;E_4
1015;Accepted-Wait;27.04.2012-16:15:35;E_4
1015;Accepted-Wait - Implementation;03.05.2012-17:15:34;E_4
1015;Completed-Resolved;04.05.2012-19:09:45;E_4
1015;Completed-Closed;11.05.2012-23:19:51;E_4
1016;Accepted-In Progress;23.04.2012-12:25:56;V3_2
1016;Accepted-In Progress;23.04.2012-12:26:32;V3_2
1016;Accepted-Wait;23.04.2012-13:01:15;V3_2
1016;Accepted-In Progress;23.04.2012-15:34:45;V3_2
1016;Queued-Awaiting Assignment;23.04.2012-15:43:56;E_10
1016;Accepted-In Progress;24.04.2012-06:14:33;E_10
1016;Accepted-Assigned;24.04.2012-06:14:38;E_10
1016;Accepted-In Progress;24.04.2012-06:49:05;E_10
1016;Accepted-Wait - User;24.04.2012-06:49:14;E_10
1016;Completed-Resolved;08.05.2012-07:59:12;E_10
1016;Completed-Closed;15.05.2012-23:21:24;E_10
1017;Accepted-In Progress;23.04.2012-12:38:53;Dummy
1017;Accepted-In Progress;23.04.2012-12:45:03;Dummy
1017;Queued-Awaiting Assignment;23.04.2012-12:45:27;A2_2
1017;Accepted-In Progress;24.04.2012-06:55:41;A2_2
1017;Accepted-Wait - User;24.04.2012-07:05:29;A2_2
1017;Queued-Awaiting Assignment;30.04.2012-10:27:39;E_10
1017;Accepted-In Progress;30.04.2012-10:28:11;E_10
1017;Accepted-Wait - Implementation;30.04.2012-15:32:29;E_10
1017;Accepted-Wait - User;01.05.2012-07:36:24;E_10
1017;Completed-Resolved;03.05.2012-10:17:24;E_10
1017;Completed-Closed;10.05.2012-23:23:58;E_10
1018;Accepted-In Progress;23.04.2012-12:57:06;V3_2
1018;Accepted-In Progress;23.04.2012-12:58:37;V3_2
1018;Completed-In Call;23.04.2012-12:58:52;V3_2
1018;Accepted-In Progress;23.04.2012-13:05:12;V3_2
1018;Queued-Awaiting Assignment;23.04.2012-13:15:54;A2_2
1018;Accepted-In Progress;24.04.2012-08:01:54;A2_2
1018;Accepted-Wait - User;24.04.2012-08:14:12;A2_2
1018;Completed-Resolved;02.05.2012-06:31:07;A2_2
1018;Completed-Closed;09.05.2012-23:18:29;A2_2
1019;Accepted-In Progress;23.04.2012-12:31:34;A2_4
1019;Accepted-In Progress;23.04.2012-12:32:31;A2_4
1019;Accepted-Assigned;23.04.2012-13:08:41;A2_4
1019;Accepted-In Progress;23.04.2012-13:14:04;A2_4
1019;Queued-Awaiting Assignment;24.04.2012-12:12:07;A2_4
1019;Accepted-In Progress;24.04.2012-13:07:34;A2_4
1019;Accepted-Assigned;24.04.2012-13:16:13;A2_4
1019;Accepted-In Progress;24.04.2012-17:48:59;A2_4
1019;Completed-Resolved;02.05.2012-13:04:56;A2_4
1019;Queued-Awaiting Assignment;02.05.2012-13:16:21;A2_4
1019;Accepted-In Progress;07.05.2012-07:54:19;A2_4
1019;Accepted-Assigned;07.05.2012-07:55:07;A2_4
1019;Accepted-In Progress;14.05.2012-14:29:39;A2_4
1019;Completed-Resolved;14.05.2012-14:32:00;A2_4
1019;Completed-Closed;21.05.2012-23:24:22;A2_4
1020;Accepted-In Progress;23.04.2012-13:12:59;V3_2
1020;Accepted-In Progress;23.04.2012-13:14:12;V3_2
1020;Accepted-In Progress;23.04.2012-13:27:11;V3_2
1020;Queued-Awaiting Assignment;23.04.2012-13:27:22;A2_2
1020;Accepted-In Progress;23.04.2012-18:02:57;A2_2
1020;Queued-Awaiting Assignment;23.04.2012-18:11:10;A2_2
1020;Accepted-In Progress;24.04.2012-09:06:11;A2_2
1020;Accepted-Assigned;24.04.2012-09:21:31;A2_2
1020;Accepted-In Progress;24.04.2012-09:39:53;A2_2
1020;Accepted-Wait - User;24.04.2012-10:05:13;A2_2
1020;Accepted-Wait - Implementation;25.04.2012-12:56:16;A2_2
1020;Accepted-Wait - Implementation;25.04.2012-20:43:33;A2_2
1020;Accepted-In Progress;26.04.2012-12:22:03;A2_2
1020;Accepted-Wait - Implementation;26.04.2012-12:22:30;A2_2
1020;Accepted-In Progress;08.05.2012-10:40:00;A2_2
1020;Completed-Resolved;08.05.2012-10:40:12;A2_2
1020;Completed-Closed;08.05.2012-23:14:47;A2_2
1021;Accepted-In Progress;23.04.2012-13:27:31;V3_2
1021;Accepted-In Progress;23.04.2012-13:28:40;V3_2
1021;Queued-Awaiting Assignment;23.04.2012-13:29:17;A2_2
1021;Accepted-In Progress;23.04.2012-17:34:33;A2_2
1021;Queued-Awaiting Assignment;23.04.2012-17:37:08;A2_2
1021;Accepted-In Progress;24.04.2012-09:03:35;A2_2
1021;Accepted-Wait;24.04.2012-09:30:15;A2_2
1021;Accepted-In Progress;24.04.2012-09:49:25;A2_2
1021;Accepted-Wait - User;24.04.2012-09:56:33;A2_2
1021;Accepted-In Progress;08.05.2012-08:28:13;A2_2
1021;Completed-Resolved;08.05.2012-08:35:19;A2_2
1021;Completed-Closed;08.05.2012-23:14:47;A2_2
1022;Accepted-In Progress;23.04.2012-13:43:33;V3_2
1022;Accepted-In Progress;23.04.2012-13:43:40;V3_2
1022;Queued-Awaiting Assignment;23.04.2012-13:49:52;V3_2
1022;Accepted-In Progress;27.04.2012-08:26:52;V3_2
1022;Accepted-In Progress;27.04.2012-08:27:31;V3_2
1022;Queued-Awaiting Assignment;27.04.2012-08:27:33;V3_2
1022;Accepted-In Progress;27.04.2012-12:17:21;V3_2
1022;Accepted-Assigned;27.04.2012-12:17:29;V3_2
1022;Accepted-In Progress;27.04.2012-12:30:24;V3_2
1022;Queued-Awaiting Assignment;27.04.2012-13:00:09;E_10
1022;Accepted-In Progress;27.04.2012-13:08:10;E_10
1022;Accepted-Assigned;27.04.2012-13:08:56;E_10
1022;Accepted-In Progress;27.04.2012-13:13:52;E_10
1022;Completed-Resolved;27.04.2012-13:23:45;E_10
1022;Completed-Closed;04.05.2012-23:16:02;E_10
1022;Accepted-In Progress;09.05.2012-06:32:04;V3_2
1022;Queued-Awaiting Assignment;09.05.2012-06:35:01;E_10
1022;Accepted-In Progress;09.05.2012-06:42:07;E_10
1022;Accepted-Assigned;09.05.2012-06:44:09;E_10
1022;Accepted-In Progress;09.05.2012-06:56:44;E_10
1022;Accepted-Wait;09.05.2012-06:57:26;E_10
1022;Accepted-In Progress;09.05.2012-11:04:29;E_10
1022;Completed-Resolved;09.05.2012-11:04:52;E_10
1022;Completed-Closed;09.05.2012-23:18:28;E_10
1023;Accepted-In Progress;23.04.2012-13:11:00;V3_2
1023;Accepted-In Progress;23.04.2012-13:12:53;V3_2
1023;Queued-Awaiting Assignment;23.04.2012-13:40:29;V3_2
1023;Accepted-In Progress;23.04.2012-13:41:03;V3_2
1023;Accepted-Wait - User;23.04.2012-13:41:06;V3_2
1023;Accepted-In Progress;25.04.2012-10:40:03;V3_2
1023;Accepted-Wait - User;25.04.2012-10:41:43;V3_2
1023;Accepted-In Progress;26.04.2012-12:09:49;V3_2
1023;Accepted-Wait - User;26.04.2012-12:12:42;V3_2
1023;Completed-Resolved;07.05.2012-09:05:20;V3_2
1023;Completed-Closed;14.05.2012-23:22:32;V3_2
1024;Accepted-In Progress;23.04.2012-18:31:30;A2_4
1024;Accepted-In Progress;23.04.2012-18:33:27;A2_4
1024;Accepted-Wait;23.04.2012-18:35:34;A2_4
1024;Completed-Resolved;14.05.2012-16:10:31;A2_4
1024;Completed-Closed;21.05.2012-23:24:21;A2_4
1025;Accepted-In Progress;23.04.2012-13:09:28;A2_1
1025;Accepted-In Progress;23.04.2012-13:09:58;A2_1
1025;Queued-Awaiting Assignment;23.04.2012-13:13:55;V3_2
1025;Accepted-In Progress;23.04.2012-15:16:35;V3_2
1025;Accepted-Wait - User;24.04.2012-13:48:11;V3_2
1025;Accepted-In Progress;08.05.2012-08:42:06;V3_2
1025;Accepted-Assigned;08.05.2012-08:42:54;V3_2
1025;Accepted-In Progress;09.05.2012-07:40:13;V3_2
1025;Queued-Awaiting Assignment;09.05.2012-08:34:52;E_10
1025;Accepted-In Progress;09.05.2012-08:48:03;E_10
1025;Accepted-Assigned;09.05.2012-08:48:52;E_10
1025;Accepted-In Progress;09.05.2012-09:12:15;E_10
1025;Accepted-Wait;09.05.2012-09:12:39;E_10
1025;Accepted-Wait - User;09.05.2012-15:50:51;E_10
1025;Queued-Awaiting Assignment;14.05.2012-15:04:57;E_10
1025;Accepted-In Progress;14.05.2012-15:22:26;E_10
1025;Accepted-Wait - User;14.05.2012-15:23:06;E_10
1025;Queued-Awaiting Assignment;14.05.2012-15:34:38;E_10
1025;Accepted-In Progress;14.05.2012-16:05:52;E_10
1025;Accepted-Assigned;14.05.2012-16:06:01;E_10
1025;Accepted-In Progress;14.05.2012-16:08:10;E_10
1025;Accepted-Wait;14.05.2012-16:08:38;E_10
1025;Queued-Awaiting Assignment;15.05.2012-07:37:53;E_10
1025;Accepted-In Progress;15.05.2012-08:57:48;E_10
1025;Queued-Awaiting Assignment;15.05.2012-08:58:09;E_10
1025;Accepted-In Progress;15.05.2012-09:05:12;E_10
1025;Accepted-Assigned;15.05.2012-09:05:41;E_10
1025;Accepted-In Progress;15.05.2012-09:25:56;E_10
1025;Accepted-Wait;15.05.2012-09:26:30;E_10
1025;Accepted-In Progress;15.05.2012-10:59:16;E_10
1025;Completed-Resolved;15.05.2012-10:59:27;E_10
1025;Completed-Closed;15.05.2012-23:21:24;E_10
1026;Accepted-In Progress;23.04.2012-13:46:22;V3_2
1026;Accepted-In Progress;23.04.2012-13:47:01;V3_2
1026;Queued-Awaiting Assignment;23.04.2012-13:56:39;V3_2
1026;Accepted-In Progress;23.04.2012-14:12:06;V3_2
1026;Accepted-Assigned;23.04.2012-14:12:12;V3_2
1026;Accepted-In Progress;24.04.2012-07:09:38;V3_2
1026;Accepted-Assigned;24.04.2012-07:09:47;V3_2
1026;Accepted-In Progress;24.04.2012-11:04:56;V3_2
1026;Accepted-Wait;24.04.2012-11:05:26;V3_2
1026;Accepted-In Progress;24.04.2012-11:09:00;V3_2
1026;Accepted-Wait - User;24.04.2012-11:11:32;V3_2
1026;Accepted-In Progress;24.04.2012-13:38:33;V3_2
1026;Accepted-Assigned;24.04.2012-13:40:44;V3_2
1026;Accepted-In Progress;24.04.2012-17:24:36;V3_2
1026;Accepted-Wait - User;24.04.2012-17:24:40;V3_2
1026;Accepted-In Progress;25.04.2012-15:02:13;V3_2
1026;Accepted-Wait - User;25.04.2012-15:04:36;V3_2
1026;Accepted-In Progress;26.04.2012-12:40:42;V3_2
1026;Accepted-Wait - User;26.04.2012-12:42:51;V3_2
1026;Accepted-In Progress;27.04.2012-09:52:12;V3_2
1026;Accepted-Wait - User;27.04.2012-09:53:12;V3_2
1026;Accepted-In Progress;03.05.2012-13:29:39;V3_2
1026;Accepted-Wait - Implementation;03.05.2012-14:03:24;V3_2
1026;Accepted-Wait;04.05.2012-13:28:44;V3_2
1026;Accepted-Wait - User;04.05.2012-13:44:18;V3_2
1026;Accepted-Wait;04.05.2012-14:05:40;V3_2
1026;Accepted-In Progress;04.05.2012-14:14:21;V3_2
1026;Accepted-Wait - User;04.05.2012-14:17:02;V3_2
1026;Accepted-In Progress;04.05.2012-14:31:48;V3_2
1026;Accepted-Wait - User;04.05.2012-14:35:24;V3_2
1026;Accepted-In Progress;04.05.2012-14:44:44;V3_2
1026;Completed-Resolved;04.05.2012-14:45:30;V3_2
1026;Completed-Closed;04.05.2012-14:45:32;V3_2
1027;Accepted-In Progress;23.04.2012-13:43:52;V3_2
1027;Accepted-In Progress;23.04.2012-13:44:16;V3_2
1027;Queued-Awaiting Assignment;23.04.2012-14:07:37;V3_2
1027;Accepted-In Progress;27.04.2012-12:19:04;V3_2
1027;Accepted-Assigned;27.04.2012-12:19:12;V3_2
1027;Accepted-In Progress;27.04.2012-13:41:19;V3_2
1027;Accepted-Wait - User;27.04.2012-13:48:42;V3_2
1027;Accepted-In Progress;02.05.2012-08:19:38;V3_2
1027;Accepted-Wait - User;02.05.2012-08:41:40;V3_2
1027;Completed-Resolved;02.05.2012-08:42:59;V3_2
1027;Completed-Closed;09.05.2012-23:18:28;V3_2
1028;Accepted-In Progress;23.04.2012-13:43:58;A2_1
1028;Accepted-In Progress;23.04.2012-13:44:04;A2_1
1028;Queued-Awaiting Assignment;23.04.2012-13:50:17;A2_1
1028;Accepted-In Progress;23.04.2012-14:03:46;A2_1
1028;Queued-Awaiting Assignment;23.04.2012-14:24:05;A2_1
1028;Accepted-In Progress;23.04.2012-14:35:09;A2_1
1028;Accepted-Wait - Vendor;23.04.2012-14:35:15;A2_1
1028;Accepted-Wait - Vendor;26.04.2012-14:24:06;A2_1
1028;Accepted-Wait - User;27.04.2012-12:12:37;A2_1
1028;Accepted-Wait - Vendor;04.05.2012-06:37:33;A2_1
1028;Queued-Awaiting Assignment;04.05.2012-06:39:16;A2_1
1028;Accepted-In Progress;04.05.2012-06:45:08;A2_1
1028;Accepted-Assigned;04.05.2012-07:42:01;A2_1
1028;Accepted-In Progress;04.05.2012-10:37:20;A2_1
1028;Queued-Awaiting Assignment;04.05.2012-10:47:12;A2_1
1028;Accepted-In Progress;04.05.2012-10:48:16;A2_1
1028;Accepted-Assigned;04.05.2012-10:49:44;A2_1
1028;Accepted-In Progress;04.05.2012-11:02:34;A2_1
1028;Accepted-Wait;04.05.2012-11:02:45;A2_1
1028;Completed-Resolved;04.05.2012-11:11:31;A2_1
1028;Completed-Closed;04.05.2012-23:16:02;A2_1
1029;Accepted-In Progress;23.04.2012-14:11:15;V3_2
1029;Accepted-In Progress;23.04.2012-14:13:37;V3_2
1029;Queued-Awaiting Assignment;23.04.2012-14:16:38;V3_2
1029;Accepted-In Progress;23.04.2012-14:21:20;V3_2
1029;Accepted-Assigned;23.04.2012-14:27:32;V3_2
1029;Accepted-In Progress;24.04.2012-09:15:12;V3_2
1029;Accepted-Wait - User;24.04.2012-09:15:16;V3_2
1029;Completed-Resolved;25.04.2012-15:18:47;V3_2
1029;Accepted-Assigned;27.04.2012-14:36:03;V3_2
1029;Accepted-In Progress;27.04.2012-14:36:06;V3_2
1029;Queued-Awaiting Assignment;27.04.2012-14:37:12;V3_2
1029;Accepted-In Progress;27.04.2012-14:53:10;V3_2
1029;Accepted-Assigned;27.04.2012-14:53:26;V3_2
1029;Accepted-In Progress;30.04.2012-08:00:17;V3_2
1029;Accepted-Wait - User;30.04.2012-08:00:22;V3_2
1029;Completed-Resolved;04.05.2012-12:18:57;V3_2
1029;Completed-Closed;11.05.2012-23:19:49;V3_2
1030;Accepted-In Progress;23.04.2012-14:07:37;A2_1
1030;Accepted-In Progress;23.04.2012-14:08:09;A2_1
1030;Accepted-Wait - User;23.04.2012-14:21:08;A2_1
1030;Accepted-Assigned;23.04.2012-16:16:59;A2_1
1030;Accepted-Assigned;23.04.2012-16:17:00;A2_1
1030;Accepted-In Progress;23.04.2012-16:26:32;A2_1
1030;Accepted-Wait - User;23.04.2012-16:31:23;A2_1
1030;Accepted-Wait - Vendor;24.04.2012-20:08:39;A2_1
1030;Accepted-Wait - User;24.04.2012-21:11:54;A2_1
1030;Completed-Resolved;03.05.2012-21:03:34;A2_1
1030;Completed-Closed;03.05.2012-23:17:42;A2_1
1031;Accepted-In Progress;23.04.2012-13:38:49;A2_1
1031;Accepted-In Progress;23.04.2012-13:39:12;A2_1
1031;Queued-Awaiting Assignment;23.04.2012-13:45:46;A2_1
1031;Accepted-In Progress;23.04.2012-13:48:29;A2_1
1031;Queued-Awaiting Assignment;23.04.2012-13:49:01;Dummy
1031;Accepted-In Progress;23.04.2012-14:03:37;Dummy
1031;Queued-Awaiting Assignment;23.04.2012-14:05:59;A2_1
